,Date,Site ID,County,FIPS,Value
478,2020-01-13,1002,Tarrant,48439,20.69939782608695
479,2020-01-13,1006,Hunt,48231,7.294365416666667
480,2020-01-13,101,Jefferson,48245,5.834742500000001
481,2020-01-13,102,Jefferson,48245,15.176527083333337
482,2020-01-13,1035,Harris,48201,22.64590652173913
483,2020-01-13,1035,Jefferson,48245,11.632828750000002
484,2020-01-13,1038,Wilson,48493,5.932958333333333
485,2020-01-13,1044,Ellis,48139,4.094198333333333
487,2020-01-13,1051,Navarro,48349,4.521192500000001
488,2020-01-13,1053,Tarrant,48439,31.868800416666666
489,2020-01-13,1067,Dallas,48113,14.049035416666669
490,2020-01-13,1068,Travis,48453,46.50109666666667
491,2020-01-13,1070,Karnes,48255,6.0106025
492,2020-01-13,1100,Orange,48361,7.365613333333335
493,2020-01-13,1607,Brazoria,48039,4.160485833333333
494,2020-01-13,2,Harrison,48203,5.145052916666667
495,2020-01-13,2003,Tarrant,48439,7.942120909090909
496,2020-01-13,22,Jefferson,48245,7.93815
497,2020-01-13,3009,Tarrant,48439,21.786034583333333
498,2020-01-13,32,Bexar,48029,16.45550666666667
499,2020-01-13,34,Denton,48121,15.687960833333333
500,2020-01-13,37,El Paso,48141,37.56130333333333
501,2020-01-13,416,Harris,48201,26.565078749999998
502,2020-01-13,44,El Paso,48141,77.47313315789472
503,2020-01-13,47,Harris,48201,29.16657304347826
504,2020-01-13,5,Kaufman,48257,6.171596666666667
505,2020-01-13,52,Bexar,48029,9.238587916666667
506,2020-01-13,55,El Paso,48141,81.66882708333334
507,2020-01-13,56,Galveston,48167,8.8195875
508,2020-01-13,59,Bexar,48029,5.42566375
509,2020-01-13,617,Harris,48201,12.435449583333334
510,2020-01-13,628,Jefferson,48245,10.442857083333331
511,2020-01-13,7,Smith,48423,4.6367095833333325
512,2020-01-13,75,Dallas,48113,11.076494166666665
513,2020-01-13,75,Tarrant,48439,8.765780000000001
514,2020-01-13,803,Harris,48201,30.10148375
515,2020-01-13,87,Dallas,48113,12.057669166666663
516,2020-01-13,9,Jefferson,48245,13.119488749999999
